"","length_hostname","ip","special_char","nb_www","nb_com","nb_dslash","http_in_path","https_token","ratio_digits_url","ratio_digits_host","nb_subdomains","prefix_suffix","nb_redirection","char_repeat","shortest_words_raw","phish_hints","domain_registration_length","domain_age","web_traffic","google_index","page_rank","status"
"269",19,"0",16,1,0,0,0,"0",0.055045872,0,3,"0",0,5,3,0,6.10702288774225,4300,9.79356107315752,"0",5,"0"
"270",20,"0",12,0,0,0,0,"1",0,0,1,"0",1,0,3,0,4.91998092582813,2785,13.0316790816811,"0",4,"0"
"271",16,"0",10,0,0,0,0,"0",0.127272727,0,2,"0",1,6,4,2,7.99867136101578,8346,0.693147180559945,"0",10,"1"
"272",25,"1",12,0,0,0,0,"1",0.304093567,0,2,"1",0,6,2,3,6.59441345974978,1095,15.1760093046609,"1",0,"1"
"274",12,"0",4,0,0,0,0,"1",0,0,1,"0",0,0,9,0,0,7557,14.9405411238782,"0",2,"0"
"276",24,"0",6,0,0,0,0,"1",0,0,2,"0",4,5,9,0,5.83188247728352,2581,15.1251627770943,"1",4,"1"
"278",31,"0",10,0,1,0,0,"1",0.03125,0.064516129,3,"0",0,2,2,0,6.8596149036542,7083,9.79618069954762,"1",3,"1"
"279",16,"0",7,0,0,0,0,"0",0,0,2,"0",0,0,2,0,6.80572255341699,7133,2.56494935746154,"0",7,"0"
"280",32,"0",15,0,1,0,0,"0",0.113636364,0.1875,2,"1",1,2,1,0,5.94542060860658,8019,0,"1",4,"1"
"281",24,"0",19,0,1,0,0,"0",0.048387097,0,2,"1",1,4,1,0,5.94542060860658,8019,0,"1",4,"1"
"282",18,"0",9,0,0,0,0,"1",0,0,2,"0",0,1,3,1,5.6021188208797,3747,0,"1",2,"1"
"284",50,"1",13,0,1,0,0,"1",0.126984127,0,3,"1",1,2,2,0,3.25809653802148,3993,15.5572341874912,"1",0,"1"
"285",14,"0",5,0,0,0,0,"1",0,0,2,"0",0,1,7,0,5.24702407216049,4924,0,"0",1,"0"
"286",14,"0",11,1,0,0,0,"1",0.037735849,0,2,"0",0,5,2,0,4.76217393479776,11205,12.0615554146712,"1",5,"0"
"288",14,"1",9,0,0,0,0,"1",0.276315789,0,2,"0",0,2,3,0,6.10255859461357,1379,0,"1",0,"1"
"289",32,"0",13,1,0,0,0,"1",0,0,2,"0",2,9,1,0,6.42324696353352,4133,15.1525408801538,"1",4,"0"
"292",21,"0",9,1,0,0,0,"0",0,0,3,"0",0,3,3,0,6.71901315438526,6842,11.2158393124432,"0",5,"0"
"293",22,"0",9,1,0,0,0,"1",0.081632653,0,3,"0",0,3,3,0,7.49108759353488,7705,13.2161323701898,"1",5,"0"
"294",20,"0",7,1,0,0,0,"1",0,0,2,"0",1,3,3,0,6.80350525760834,6769,11.6493165148745,"0",5,"0"
"296",20,"0",6,1,0,0,0,"0",0,0,2,"0",0,4,3,0,4.52178857704904,8309,13.700563123189,"0",5,"0"
"298",13,"0",8,1,0,0,0,"1",0,0,3,"0",0,3,3,0,5.605802066296,5572,11.7445449934855,"0",5,"0"
"301",14,"0",6,0,0,0,0,"1",0,0,1,"0",0,0,10,0,6.29894924685594,2744,0,"0",0,"1"
"302",19,"0",10,1,0,0,0,"0",0,0,3,"1",1,4,3,0,7.4301141385618,8176,14.2141329748348,"1",4,"0"
"303",17,"0",5,0,0,0,0,"1",0,0,2,"0",0,0,11,0,5.31320597904179,3086,14.8244552176542,"0",2,"0"
"304",33,"0",5,0,0,0,0,"1",0.025,0.03030303,2,"0",1,0,8,0,5.92692602597041,7295,0,"1",5,"1"
"305",17,"0",14,0,0,0,0,"1",0,0,2,"1",0,0,2,5,6.41017488196617,4505,0,"1",0,"1"
"306",39,"0",11,0,0,0,0,"1",0.107142857,0.153846154,3,"0",0,1,1,0,5.38449506278909,5627,0,"1",5,"1"
"309",16,"0",11,0,0,0,0,"0",0,0,2,"1",0,1,2,3,5.78382518232974,2232,0,"1",0,"1"
"310",20,"0",11,0,0,0,0,"0",0.043478261,0,3,"1",0,1,1,0,6.26530121273771,205,15.7593979483362,"1",0,"1"
"312",22,"0",5,0,0,0,0,"1",0.068965517,0.090909091,2,"0",0,0,6,0,7.4770384723197,5904,15.0302731426872,"0",4,"0"
"313",28,"0",8,1,0,0,0,"1",0.054545455,0.035714286,2,"1",1,4,4,0,0,6831,0,"1",0,"1"
"314",25,"0",6,1,1,0,0,"1",0,0,2,"0",1,4,3,0,7.82644313545601,6260,6.52795791762255,"0",6,"0"
"318",23,"0",6,1,0,0,0,"1",0,0,2,"0",0,3,3,0,5.25227342804663,6749,13.2729499992298,"0",4,"0"
"320",27,"1",8,1,0,0,0,"1",0.259259259,0,2,"0",1,4,2,0,4.35670882668959,5767,0,"1",2,"1"
"321",16,"1",10,1,0,0,0,"0",0.120689655,0,2,"0",0,4,3,0,6.19031540585315,7913,0,"0",6,"0"
"322",19,"0",6,0,0,0,0,"0",0,0,2,"0",0,0,6,0,5.92425579741453,7296,14.3617521660737,"0",5,"0"
"323",16,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,5.87211778947542,2568,12.5639988063705,"0",5,"0"
"324",13,"0",13,0,0,0,0,"1",0.022988506,0,3,"0",0,1,3,0,5.07517381523383,1302,0,"1",0,"1"
"325",19,"0",6,0,0,0,0,"0",0,0,2,"0",0,1,6,0,5.51745289646471,5230,0,"1",7,"0"
"326",13,"0",23,0,0,0,0,"0",0.060150376,0,2,"0",1,0,2,0,5.53338948872752,5956,8.5016733797582,"1",6,"0"
"328",15,"0",8,0,0,0,0,"1",0,0,1,"0",1,1,2,0,7.0833878476253,6478,0,"1",1,"1"
"330",28,"0",7,0,0,0,0,"0",0,0,2,"1",0,1,7,0,5.92692602597041,7295,0,"1",5,"1"
"331",24,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,5.39816270151775,4893,14.131512558774,"0",4,"0"
"332",15,"0",10,1,0,0,0,"1",0,0,2,"0",1,4,1,0,7.25770767716004,5886,5.22035582507832,"0",6,"0"
"333",17,"0",6,1,0,0,0,"0",0.115384615,0.176470588,2,"0",0,3,3,0,8.0727793331695,7753,9.62509552699144,"0",5,"0"
"334",22,"0",17,0,1,0,0,"1",0.021505376,0,3,"1",0,0,2,0,4.89034912822175,4250,0,"1",1,"1"
"335",27,"0",9,0,0,0,0,"1",0,0,3,"0",1,1,3,0,0,12706,8.01201823915906,"0",6,"0"
"336",26,"0",6,0,0,0,0,"1",0,0,2,"0",0,0,8,0,6.58892647753352,7308,0,"1",0,"1"
"337",22,"0",12,1,0,0,0,"1",0,0,2,"0",1,4,2,0,6.59714570188665,2190,11.9615203027284,"0",4,"0"
"338",36,"0",11,0,0,0,0,"0",0.160714286,0.166666667,3,"0",0,2,1,0,5.44241771052179,5613,0,"1",5,"1"
"339",20,"0",5,0,0,0,0,"0",0.107142857,0.15,2,"0",0,2,7,0,5.44241771052179,5614,0,"1",5,"1"
"340",21,"0",11,1,0,0,0,"1",0,0,3,"0",0,3,2,0,5.6021188208797,4478,13.345753298367,"0",5,"0"
"341",16,"0",8,0,1,0,0,"1",0.06,0,3,"0",0,3,3,0,4.99721227376411,3141,0,"1",3,"1"
"342",17,"0",11,1,0,0,0,"1",0.085714286,0,3,"1",2,6,3,0,5.82894561761021,7696,10.8998825286519,"0",5,"0"
"344",17,"1",11,1,0,0,0,"1",0.094594595,0,2,"0",1,5,3,0,8.05579245097777,5615,7.05358572719368,"0",5,"0"
"345",17,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,2.89037175789616,8018,15.4399044697841,"0",3,"0"
"346",19,"0",19,1,0,0,1,"0",0.052631579,0,3,"0",0,8,3,0,6.48463523563525,4093,10.9402421678254,"0",4,"0"
"349",14,"0",9,1,0,0,0,"0",0,0,2,"1",0,3,3,0,6.54391184556479,9897,5.21493575760899,"0",8,"0"
"350",19,"0",5,0,0,0,0,"0",0,0,1,"0",1,1,16,0,0,1352,15.7960508170417,"0",2,"0"
"353",25,"0",7,0,0,0,0,"0",0.029411765,0.04,2,"1",0,0,6,0,5.37527840768417,2706,0,"1",4,"1"
"355",17,"0",14,1,0,0,0,"0",0,0,2,"0",0,4,1,1,4.33073334028633,7596,8.3086919168389,"0",6,"0"
"356",29,"0",8,0,1,0,0,"1",0,0,3,"0",4,1,3,0,5.41610040220442,3429,0,"1",0,"1"
"357",28,"0",20,0,1,0,0,"0",0.090909091,0,2,"1",1,1,1,0,5.94542060860658,8018,0,"1",4,"1"
"358",26,"0",7,1,0,0,0,"0",0,0,3,"0",0,4,3,0,5.73334127689775,3345,12.5071619381893,"0",3,"0"
"360",27,"0",6,1,0,0,0,"1",0,0,2,"0",0,3,3,0,5.48479693349065,3047,0,"0",0,"0"
"361",16,"0",5,0,0,0,0,"0",0,0,1,"0",0,0,7,0,0,1549,14.9803221753652,"0",3,"0"
"362",19,"0",6,1,0,0,0,"1",0,0,2,"0",0,3,3,0,5.3082676974012,1626,0,"0",0,"0"
"364",30,"0",6,1,0,0,0,"1",0,0,2,"0",1,3,3,0,0,4748,14.6999439920788,"1",4,"1"
"367",18,"0",7,1,0,0,0,"0",0,0,2,"0",0,5,3,0,7.29776828253138,5098,9.28915155240047,"0",5,"0"
"368",19,"0",12,1,0,0,0,"1",0.09375,0,3,"1",1,5,2,0,4.79579054559674,3167,15.0231482384201,"0",2,"0"
"369",20,"1",20,1,3,0,0,"1",0.3099631,0,3,"0",1,24,2,3,5.65948221575962,4096,0,"1",3,"1"
"370",10,"0",9,0,0,0,0,"1",0,0,1,"0",0,0,3,2,0,118,0,"1",0,"1"
"371",23,"1",15,0,0,0,0,"0",0.0875,0,3,"0",0,2,2,0,6.42486902390539,7785,9.86000577392417,"0",4,"0"
"372",28,"0",9,0,0,0,0,"0",0,0,2,"0",0,0,1,0,4.99043258677874,219,0,"1",0,"1"
"373",30,"1",24,0,1,0,0,"0",0.209219858,0,3,"1",0,5,1,0,5.94803498918065,8018,0,"1",4,"1"
"374",37,"0",18,0,2,0,0,"0",0.041666667,0,2,"1",1,3,1,0,5.94803498918065,8018,0,"1",4,"1"
"375",20,"0",8,0,0,0,0,"1",0.076923077,0,1,"1",2,0,2,0,5.37989735354046,1244,0,"1",0,"1"
"376",19,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,4.76217393479776,7555,12.1279543350161,"0",5,"0"
"377",20,"0",9,1,1,0,0,"0",0,0,3,"0",0,3,1,0,8.155649270366,8045,7.86172707782398,"0",6,"0"
"378",19,"0",11,0,0,0,0,"1",0.216666667,0,3,"1",1,0,1,0,3.98898404656427,1408,15.2551203051656,"1",0,"0"
"379",18,"0",11,1,0,0,0,"0",0.022988506,0,2,"0",0,3,3,0,6.89467003943348,5222,4.91998092582813,"0",8,"0"
"380",18,"0",7,2,0,0,0,"1",0.114285714,0.222222222,3,"0",0,9,3,0,5.35658627467201,155,0,"1",0,"1"
"381",15,"1",13,1,0,0,0,"1",0.245098039,0,3,"0",0,3,2,1,6.65801104587075,4701,0,"1",0,"1"
"382",23,"0",7,1,0,0,0,"0",0.142857143,0,2,"0",0,5,3,0,4.9272536851572,7534,12.2286899353956,"0",4,"0"
"383",27,"0",7,0,0,0,0,"0",0,0,2,"1",0,1,5,0,4.44265125649032,2837,0,"1",2,"1"
"384",12,"0",6,1,0,0,0,"0",0,0,2,"0",0,4,3,0,7.25700270709207,7714,11.9098340703953,"0",4,"0"
"385",17,"1",31,0,0,0,0,"0",0.31512605,0,3,"0",0,9,2,1,5.06890420222023,9338,3.09104245335832,"0",5,"1"
"387",29,"0",6,1,0,0,0,"0",0,0,2,"0",0,4,3,0,7.4764723811639,6636,12.3273827869627,"0",3,"0"
"389",21,"0",6,0,0,0,0,"1",0,0,2,"0",1,1,4,0,5.49306144334055,7062,14.3811868013271,"1",1,"1"
"393",15,"0",7,1,0,0,0,"1",0,0,2,"0",0,3,3,0,5.7037824746562,7006,0,"0",1,"1"
"394",15,"0",6,0,0,0,0,"0",0.035714286,0,2,"0",1,1,4,0,7.9976631270201,8349,0.693147180559945,"1",10,"0"
"396",14,"0",9,1,0,0,0,"1",0,0,2,"0",0,3,3,0,5.7037824746562,7371,11.4873409547574,"0",5,"0"
"397",13,"1",12,1,0,0,0,"1",0.151515152,0,3,"1",0,5,3,1,7.94200680848986,5589,0,"1",3,"1"
"398",26,"0",6,0,0,0,0,"0",0,0,2,"0",0,1,8,0,5.92692602597041,7295,0,"1",5,"1"
"399",13,"0",5,0,0,0,0,"0",0.037037037,0,1,"0",3,1,5,0,4.85203026391962,968,13.7716453960369,"1",6,"1"
"401",19,"0",22,1,1,0,0,"1",0.056910569,0,2,"0",0,5,1,0,7.00306545878646,7380,9.4535218170269,"0",6,"0"
"402",18,"0",9,1,0,0,0,"1",0,0,3,"0",0,4,3,0,6.36818718635049,6723,15.4191601503498,"1",5,"0"
"403",15,"0",11,1,0,0,0,"0",0.033898305,0,3,"1",0,3,2,0,7.16626597413364,5280,9.94160188464479,"0",4,"0"
"405",18,"0",6,1,0,0,0,"1",0,0,2,"0",1,3,3,0,6.67329796776765,8704,14.691416699643,"0",3,"0"
"406",36,"0",14,0,0,0,0,"0",0.109756098,0.166666667,3,"0",0,2,1,0,5.44673737166631,5612,0,"1",5,"1"
"408",13,"0",9,1,0,0,0,"0",0.078947368,0.153846154,3,"0",1,3,2,1,5.8406416573734,6672,0,"1",3,"1"
"409",32,"0",5,0,0,0,0,"1",0,0,2,"0",1,0,8,0,5.92692602597041,7295,0,"1",5,"1"
"410",15,"0",7,1,0,0,0,"0",0,0,2,"0",1,3,3,0,6.00388706710654,7266,7.00669522683704,"1",7,"0"
"411",19,"0",7,1,0,0,0,"0",0,0,2,"0",0,3,3,0,5.73657229747919,4805,11.8568129973456,"0",3,"0"
"412",36,"0",10,0,0,0,0,"1",0,0,2,"0",1,1,3,0,5.92425579741453,7296,0,"1",5,"1"
"413",16,"0",9,1,0,0,0,"1",0.045454545,0.125,3,"0",0,3,3,0,5.33271879326537,3081,14.4052131640561,"0",2,"0"
"415",10,"0",4,0,0,0,0,"1",0,0,1,"0",0,0,7,0,5.26785815906333,903,0,"0",2,"0"
"416",18,"0",6,1,0,0,0,"1",0,0,2,"0",1,3,3,0,4.85981240436167,2063,14.236763709753,"0",1,"0"
"417",54,"1",15,1,1,0,0,"1",0.15503876,0,3,"1",0,7,2,0,3.25809653802148,3992,15.5556217575278,"1",0,"1"
"418",34,"0",8,0,0,0,0,"1",0.119047619,0.147058824,2,"0",1,0,6,0,5.66296048013595,808,0,"1",2,"1"
"420",19,"0",6,1,0,0,0,"1",0.037037037,0.052631579,2,"0",0,3,3,0,5.84643877505772,1846,14.0829059910049,"0",1,"0"
"421",14,"0",9,0,0,0,0,"1",0.139534884,0,3,"0",2,0,2,0,4.99721227376411,7159,7.74975340627444,"0",3,"0"
"422",20,"0",7,0,0,0,0,"1",0,0,2,"1",0,0,1,0,5.92157841964382,7297,12.5533470424569,"0",5,"0"
"424",20,"0",6,0,0,0,0,"1",0,0,2,"0",0,2,7,0,7.81601383915903,2634,8.59489469908009,"0",2,"1"
"425",19,"0",6,1,0,0,0,"1",0,0,2,"0",0,3,3,0,5.35185813347607,1617,16.0486985191978,"0",1,"0"
"426",19,"0",7,0,0,0,0,"1",0,0,3,"0",0,0,3,0,4.04305126783455,674,0,"1",0,"1"
"427",19,"0",9,1,0,0,0,"0",0,0,2,"0",0,4,3,0,4.4188406077966,8683,11.096409520675,"0",5,"0"
"428",50,"1",13,0,1,0,0,"0",0.188976378,0,3,"1",1,2,2,0,2.77258872223978,4003,15.5762295511474,"1",0,"1"
"429",22,"0",5,0,0,0,0,"1",0.068965517,0.090909091,2,"0",0,0,3,0,5.74939298590825,7359,13.8671423950398,"1",1,"1"
"430",16,"0",7,1,1,0,0,"1",0,0,2,"0",0,3,3,0,6.61740297797448,4001,10.3532565862008,"1",5,"1"
"431",17,"0",11,1,0,0,0,"1",0.083333333,0,3,"0",1,3,1,1,5.44673737166631,6344,14.7938156279047,"0",5,"0"
"432",25,"0",5,1,0,0,0,"0",0,0,2,"0",0,3,3,0,5.31811999384422,4180,14.2373056038896,"0",2,"0"
"433",18,"0",7,1,0,0,0,"1",0,0,2,"0",1,4,3,0,5.6937321388027,9202,6.52941883826223,"0",6,"0"
"434",42,"0",11,0,0,0,0,"1",0.016393443,0.023809524,3,"0",0,1,1,0,5.42934562895444,5616,0,"1",5,"1"
"435",32,"0",8,1,0,0,0,"1",0,0,2,"0",3,4,2,0,5.67675380226828,3727,0,"0",4,"0"
"436",10,"0",8,0,0,0,0,"0",0,0,1,"0",0,0,3,0,8.10107150311954,9486,5.99396142730657,"0",6,"0"
"437",12,"0",8,0,0,0,0,"1",0.11969112,0,2,"0",1,4,2,0,4.99043258677874,4967,0,"1",1,"1"
"438",21,"0",10,1,0,0,0,"1",0,0,2,"0",2,5,3,0,6.82110747225646,2736,0,"1",0,"1"
"439",22,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,5.31320597904179,1259,12.7978264309934,"0",3,"0"
"441",26,"0",15,0,0,0,0,"1",0,0,3,"0",1,2,2,0,5.78996017089725,2230,14.1575224224748,"0",4,"0"
"442",18,"0",8,1,1,0,0,"1",0,0,2,"0",1,6,3,0,5.6970934865054,9201,6.52941883826223,"0",6,"0"
"445",29,"0",13,0,0,0,0,"0",0.095238095,0,2,"1",1,1,1,2,5.94542060860658,8019,0,"1",4,"1"
"447",33,"0",5,1,0,0,0,"1",0,0,2,"0",0,4,3,0,4.69134788222914,4274,0,"0",2,"0"
"449",17,"0",8,1,0,0,0,"1",0,0,2,"0",1,5,3,0,5.4971682252932,852,0,"1",2,"1"
"450",13,"0",26,1,0,0,0,"0",0,0,2,"0",0,4,1,0,7.2034055210831,7422,5.65948221575962,"1",7,"0"
"452",15,"0",6,1,0,0,0,"1",0.114285714,0.266666667,2,"0",1,3,3,0,5.86929691313377,6951,0,"1",2,"1"
"453",50,"1",13,0,1,0,0,"1",0.19047619,0,3,"1",1,2,2,0,3.25809653802148,3993,15.5572341874912,"1",0,"1"
"454",24,"0",10,0,1,0,0,"1",0.137254902,0.041666667,3,"0",1,0,2,0,3.66356164612965,5440,0,"1",2,"0"
"455",61,"1",14,0,1,0,0,"1",0.373015873,0.426229508,3,"0",0,7,2,0,5.14166355650266,1656,14.7620406371557,"1",0,"1"
"456",25,"0",6,1,1,0,0,"1",0,0,2,"0",1,7,3,0,7.82803803212583,6256,6.5366915975913,"0",6,"0"
"458",16,"0",6,1,0,0,0,"0",0,0,2,"0",0,4,3,0,7.9391588179568,8520,2.19722457733622,"0",10,"0"
"459",15,"0",9,1,0,0,0,"1",0,0,2,"0",1,3,1,0,6.22653666928747,8831,7.8995244720322,"0",6,"0"
"460",27,"0",6,0,0,0,0,"0",0,0,2,"0",0,1,9,0,6.3750248198281,7449,0,"0",8,"0"
"461",29,"0",9,0,0,0,0,"1",0.089285714,0,2,"0",0,0,5,0,4.02535169073515,3232,11.0883386976545,"1",4,"0"
"463",50,"1",10,0,1,0,0,"1",0.118421053,0,3,"1",1,4,2,0,3.25809653802148,3993,15.5572341874912,"1",0,"1"
"464",20,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,5.30330490805908,1991,15.2065484009643,"0",2,"0"
"465",16,"0",11,0,0,0,0,"0",0.057142857,0,2,"1",1,5,1,0,7.99799931797973,8348,0.693147180559945,"1",10,"1"
"467",38,"0",6,0,0,0,0,"1",0,0,2,"0",1,1,6,0,5.51745289646471,5230,0,"0",7,"0"
"468",15,"0",10,1,0,0,0,"1",0,0,2,"0",1,5,1,0,7.25981961036319,5883,5.2040066870768,"0",6,"0"
"469",20,"0",16,1,3,0,0,"1",0.00952381,0,3,"0",1,3,2,1,5.65599181081985,4097,0,"1",3,"1"
"470",18,"1",10,0,1,0,0,"0",0.203125,0,2,"0",0,3,5,0,5.8636311755981,7685,9.21572584425252,"0",5,"0"
"471",20,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,5.25227342804663,3097,13.1232529815892,"0",4,"0"
"474",28,"0",6,0,0,0,0,"0",0,0,2,"0",0,2,9,0,6.37672694789863,7448,0,"0",8,"0"
"476",8,"0",4,0,0,0,0,"1",0,0,1,"0",1,0,5,0,0,1617,0,"0",0,"0"
"477",13,"1",8,1,0,0,0,"1",0.159090909,0,3,"0",1,4,3,0,6.5410299991899,2595,12.4411882450254,"0",4,"0"
"478",23,"0",12,1,0,0,0,"1",0,0,3,"1",0,3,3,1,4.11087386417331,8705,13.7893523969823,"0",4,"0"
"479",25,"0",9,0,0,0,0,"0",0.027777778,0,2,"0",1,0,1,0,5.20948615284142,6028,0,"1",1,"1"
"480",24,"0",8,1,0,0,0,"0",0,0,3,"0",1,3,3,1,8.0702808933939,8125,8.83898679349679,"1",5,"0"
"481",22,"0",6,0,0,0,0,"1",0.068965517,0.090909091,2,"0",0,0,3,0,6.46925031679577,5200,0,"0",5,"0"
"482",17,"1",10,0,0,0,0,"0",0.211267606,0,2,"0",0,1,1,0,5.51342874616498,6693,8.25738565573044,"0",7,"0"
"483",24,"0",6,0,0,0,0,"1",0.03125,0.041666667,2,"0",0,0,8,0,5.91620206260743,7299,14.6844677243139,"0",5,"0"
"484",18,"1",7,0,0,0,0,"1",0.389830508,0.222222222,2,"0",0,2,5,0,5.15329159449778,4942,0,"1",0,"1"
"485",28,"0",7,0,0,0,0,"1",0,0,2,"0",1,1,6,1,5.40717177146012,5257,10.3249900383419,"1",2,"1"
"486",17,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,0,1341,0,"0",0,"0"
"487",12,"0",8,0,0,0,0,"1",0,0,2,"0",0,0,5,1,6.07764224334903,6036,0,"1",2,"1"
"488",26,"0",6,1,0,0,0,"1",0,0,2,"0",1,4,3,0,5.51745289646471,3876,14.4591775363333,"0",4,"0"
"490",14,"0",6,0,0,0,0,"0",0.151515152,0.214285714,2,"0",0,1,3,0,7.79564653633459,1954,8.39026849784257,"1",3,"1"
"491",20,"0",12,1,0,0,0,"1",0.067567568,0,3,"0",1,3,1,1,3.91202300542815,8350,7.1777824161952,"0",6,"0"
"492",23,"1",7,0,0,0,0,"1",0.181818182,0,1,"0",1,5,2,0,4.34380542185368,5767,0,"1",2,"1"
"493",11,"0",4,0,0,0,0,"1",0,0,1,"0",0,0,8,0,5.3890717298165,4174,0,"0",3,"0"
"494",22,"0",9,1,0,0,0,"1",0.048387097,0.136363636,2,"1",0,3,3,0,6.25575004175337,7881,12.9873611894047,"0",5,"0"
"495",17,"0",10,1,0,0,0,"1",0,0,2,"0",1,5,3,0,5.17048399503815,6400,11.4313140274832,"1",5,"0"
"496",44,"1",11,0,1,0,0,"0",0.169811321,0.204545455,3,"0",0,2,1,0,5.38449506278909,5627,0,"1",5,"1"
"497",15,"0",5,0,0,0,0,"1",0,0,1,"0",1,0,4,0,6.67456139181443,6879,9.05730573580712,"0",5,"0"
"498",59,"0",14,1,1,0,0,"1",0.047619048,0.06779661,3,"0",0,6,3,1,5.88887795833288,8427,0,"1",2,"1"
"499",18,"0",10,0,0,0,0,"1",0,0,1,"1",1,0,2,3,4.17438726989564,1396,0,"1",0,"1"
"500",25,"1",50,0,1,0,1,"0",0.358695652,0,3,"0",0,144,1,1,5.8636311755981,6588,3.43398720448515,"1",4,"0"
"501",13,"0",23,1,0,0,0,"0",0.054545455,0,2,"0",0,3,2,0,6.18620862390049,10106,7.00669522683704,"0",8,"0"
"502",15,"1",12,0,0,0,0,"1",0.156862745,0,1,"1",1,9,2,3,4.99043258677874,2046,0,"1",0,"1"
"504",30,"0",17,0,0,0,0,"0",0.101010101,0,3,"0",0,3,2,0,6.37842618365159,7446,5.95064255258773,"1",8,"0"
"505",10,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,5.06890420222023,9557,9.8535617437664,"0",5,"0"
"507",18,"0",17,1,1,0,0,"1",0.067961165,0,2,"0",1,5,2,0,7.45182223652793,2660,10.7513067055981,"0",5,"0"
"508",8,"0",10,0,0,1,0,"1",0.133333333,0,1,"0",0,2,3,0,5.46383180502561,3783,16.0433804021418,"1",2,"1"
"509",24,"0",5,0,0,0,0,"1",0.032258065,0.041666667,2,"0",1,0,8,0,5.92692602597041,7295,0,"0",5,"1"
"510",15,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,7.01391547481053,2175,10.9680603489807,"0",4,"0"
"513",17,"0",7,0,0,0,0,"1",0,0,1,"1",1,0,6,0,4.27666611901606,2851,13.6850692432704,"0",2,"1"
"514",28,"0",7,0,0,0,0,"1",0,0,2,"1",0,0,7,0,5.39816270151775,3433,12.7793546242294,"0",2,"1"
"515",25,"1",27,0,0,0,0,"1",0.202933985,0.32,3,"0",3,10,2,0,5.605802066296,4112,8.9557061535706,"1",4,"1"
"516",68,"0",14,0,1,0,0,"1",0.144736842,0.161764706,3,"0",1,1,2,1,6.53813982376767,2961,12.5353116423751,"1",1,"1"
"517",17,"0",5,0,0,0,0,"1",0,0,2,"0",0,0,6,0,5.4249500174814,2695,14.2972741420817,"0",4,"0"
"518",15,"0",10,1,0,0,0,"1",0,0,2,"0",1,3,2,1,5.5834963087817,8501,11.4954537190582,"0",5,"0"
"520",20,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,7.53689712956617,2872,12.3877439909825,"0",3,"0"
"521",15,"0",5,0,0,0,0,"1",0,0,2,"0",0,0,3,0,5.53338948872752,7446,15.6746601037784,"1",0,"1"
"522",15,"0",6,0,0,0,0,"0",0,0,1,"0",0,1,9,0,5.94542060860658,7655,6.0730445341004,"0",7,"0"
"523",57,"1",11,0,0,0,0,"0",0.140495868,0.122807018,2,"0",0,3,2,2,5.57972982598622,101,0,"1",0,"1"
"525",29,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,5.4510384535657,2689,14.7340763000392,"0",4,"0"
"526",12,"0",6,0,0,0,0,"0",0.16,0.083333333,1,"0",0,0,9,0,4.86753445045558,2063,14.2807227264739,"1",3,"0"
"527",20,"0",8,0,0,0,0,"1",0,0,2,"1",1,0,2,2,5.89715386763674,2193,0,"1",0,"1"
"528",16,"0",15,1,0,0,0,"1",0,0,2,"1",0,6,2,6,5.71042701737487,2255,0,"1",3,"1"
"529",28,"0",8,0,0,0,0,"1",0,0,2,"0",1,0,4,0,4.89034912822175,7616,7.69211333959547,"0",5,"0"
"530",22,"0",5,0,0,0,0,"1",0,0,2,"0",0,0,8,0,5.92425579741453,7296,0,"0",5,"0"
"531",21,"0",7,1,0,0,0,"0",0,0,2,"1",0,3,3,0,4.70953020131233,4638,0,"0",2,"0"
"532",16,"1",12,1,0,0,0,"1",0.098591549,0,3,"1",2,4,3,0,4.8283137373023,8276,8.71259548774872,"1",6,"0"
"533",35,"0",6,0,0,0,0,"0",0,0,2,"0",0,1,8,0,5.92425579741453,7296,0,"1",5,"1"
"534",16,"0",10,1,0,0,0,"1",0,0,3,"0",1,5,2,0,4.29045944114839,6137,10.2665669441479,"0",5,"0"
"535",47,"0",6,0,0,0,0,"0",0,0,2,"0",0,2,9,0,6.37842618365159,7447,0,"0",8,"0"
"538",30,"0",6,1,1,0,0,"1",0,0,2,"0",1,4,3,0,6.59850902861452,7667,14.3553153985689,"0",3,"0"
"542",17,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,5.48893772615669,1951,15.233827915713,"0",2,"0"
"543",14,"0",6,0,0,0,0,"1",0.034482759,0,2,"0",0,0,2,0,7.86249719723055,2881,8.65782432115598,"1",4,"1"
"544",23,"0",6,1,0,0,0,"0",0,0,2,"0",0,3,3,0,3.93182563272433,1776,12.7731717917352,"0",2,"0"
"545",10,"0",14,0,1,0,0,"1",0.029850746,0,1,"0",0,2,1,0,5.80513496891649,33,15.7708910075423,"0",4,"0"
